raw_title,raw_price,is_sold,auction_url
1998 Mercedes-Benz C43 AMG,627501032025,True,https://bringatrailer.com/listing/1998-mercedes-benz-c43-amg-28/
2007 Mercedes-Benz C230 Sport Sedan,820012262024,True,https://bringatrailer.com/listing/2007-mercedes-benz-c230-sport-sedan-6/
13k-Mile 2019 Mercedes-AMG C63 S Coupe,6050012202024,True,https://bringatrailer.com/listing/2019-mercedes-amg-c63-s-coupe-3/
Original-Owner 2002 Mercedes-Benz C32 AMG,943212172024,True,https://bringatrailer.com/listing/2002-mercedes-benz-c32-amg-9/
2004 Mercedes-Benz C320 Sedan,340012152024,True,https://bringatrailer.com/listing/2004-mercedes-benz-c320-sedan-2/
19k-Mile 1999 Mercedes-Benz C280,1225012122024,True,https://bringatrailer.com/listing/1999-mercedes-benz-c280-8/
2013 Mercedes-Benz C250 Sport Sedan,960012122024,True,https://bringatrailer.com/listing/2013-mercedes-benz-c250-sport-sedan-2/
8k-Mile 1996 Mercedes-Benz C220,670012102024,True,https://bringatrailer.com/listing/1996-mercedes-benz-c220-3/
5k-Mile 2012 Mercedes-Benz C63 AMG Coupe,4000012032024,True,https://bringatrailer.com/listing/2012-mercedes-benz-c63-amg-75/
One-Owner 2004 Mercedes-Benz C320 Wagon,730011292024,True,https://bringatrailer.com/listing/2004-mercedes-benz-c320-wagon-3/
38k-Mile 2004 Mercedes-Benz C240 Sedan 4MATIC,690011292024,True,https://bringatrailer.com/listing/2004-mercedes-benz-c240-sedan-4/
Mercedes-AMG Performance Seats for W205 C63 S,290011252024,True,https://bringatrailer.com/listing/seats-61/
1999 Mercedes-Benz C230 Kompressor,641911212024,True,https://bringatrailer.com/listing/1999-mercedes-benz-c230-kompressor-9/
2005 Mercedes-Benz C55 AMG,1250011212024,True,https://bringatrailer.com/listing/2005-mercedes-benz-c55-amg-52/
2014 Mercedes-Benz C63 AMG Sedan Edition 507,3950011192024,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-42/
2012 Mercedes-Benz C63 AMG,1625011112024,True,https://bringatrailer.com/listing/2012-mercedes-benz-c63-amg-74/
"2,200-Mile 2014 Mercedes-Benz C63 AMG Coupe Edition 507",6650011092024,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-38-2/
1997 Mercedes-Benz C280,700111062024,True,https://bringatrailer.com/listing/1997-mercedes-benz-c280-3/
Original-Owner 2006 Mercedes-Benz C230 Sport Sedan,695511032024,True,https://bringatrailer.com/listing/2006-mercedes-benz-c230-sport-sedan-3/
49k-Mile 2005 Mercedes-Benz C55 AMG,1999910312024,True,https://bringatrailer.com/listing/2005-mercedes-benz-c55-amg-53/
2001 Mercedes-Benz C240 Sedan,400010222024,True,https://bringatrailer.com/listing/2001-mercedes-benz-c240-sedan-2/
2014 Mercedes-Benz C63 AMG Sedan Edition 507,4350010212024,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-40/
34k-Mile 2008 Mercedes-Benz C300 Sport Sedan 6-Speed,1650010162024,True,https://bringatrailer.com/listing/2008-mercedes-benz-c300-sport-sedan-4/
1997 Mercedes-Benz C230,855010152024,True,https://bringatrailer.com/listing/1997-mercedes-benz-c230-9/
2004 Mercedes-Benz C240 Sedan,525009282024,True,https://bringatrailer.com/listing/2004-mercedes-benz-c240-sedan-3/
48k-Mile 2014 Mercedes-Benz C63 AMG Coupe Edition 507,4050009242024,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-edition-507/
2005 Mercedes-Benz C230 Kompressor Sport Sedan 6-Speed,1250009212024,True,https://bringatrailer.com/listing/2005-mercedes-benz-c230-kompressor-sport-sedan-10/
2009 Mercedes-Benz C63 AMG,1125009202024,True,https://bringatrailer.com/listing/2009-mercedes-benz-c63-amg-41/
2002 Mercedes-Benz C240 6-Speed Sedan,670009142024,True,https://bringatrailer.com/listing/2002-mercedes-benz-c240-sedan-4-2/
Japanese-Market 1996 Mercedes-Benz C280 Sport,1340009132024,True,https://bringatrailer.com/listing/1996-mercedes-benz-c280-sport/
2011 Mercedes-Benz C63 AMG,2100009132024,True,https://bringatrailer.com/listing/2011-mercedes-benz-c63-amg-24/
2015 Mercedes-Benz C63 AMG Edition 507,3500009022024,True,https://bringatrailer.com/listing/2015-mercedes-benz-c63-amg-14/
23k-Mile 2005 Mercedes-Benz C55 AMG,2850008302024,True,https://bringatrailer.com/listing/2005-mercedes-benz-c55-amg-36/
14k-Mile 2010 Mercedes-Benz C350 Sport Sedan,2175008292024,True,https://bringatrailer.com/listing/2010-mercedes-benz-c350-sport-sedan/
45k-Mile 2001 Mercedes-Benz C320 Sedan,695008282024,True,https://bringatrailer.com/listing/2001-mercedes-benz-c320-sedan/
2012 Mercedes-Benz C63 AMG P31 Development Package,2500008272024,True,https://bringatrailer.com/listing/2012-mercedes-benz-c63-amg-72/
2005 Mercedes-Benz C240 4MATIC Wagon,1025008262024,True,https://bringatrailer.com/listing/2005-mercedes-benz-c240-wagon-3/
2002 Mercedes-Benz C240 6-Speed Sedan,730008202024,True,https://bringatrailer.com/listing/2002-mercedes-benz-c240-sedan-4/
6k-Mile 2014 Mercedes-Benz C63 AMG Sedan Edition 507,7100008162024,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-39/
26k-Mile 2004 Mercedes-Benz C240 Wagon,1365008142024,True,https://bringatrailer.com/listing/2004-mercedes-benz-c240-wagon-3/
"3,500-Kilometer 2015 Mercedes-Benz C63 AMG Coupe Edition 507",7100008082024,True,https://bringatrailer.com/listing/2015-mercedes-amg-c63-4/
2004 Mercedes-Benz C230 Kompressor Sport Sedan,850008032024,True,https://bringatrailer.com/listing/2004-mercedes-benz-c230-kompressor-sport-sedan-3/
